,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mean Response,,,,,,,,,,,,,,Number of Students Responding to the Question,,,,,,,,,,,,,,,,
Fall 04,ELEC 326 001, J Jump,34,2.09,3.13,2.26,2.09,2.17,2.83,3.17,3.04,2.30,2.52,2.87,2.78,2.91,3.87,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,
Fall 04,ELEC 331 001, Rudolf Riedi,34,1.77,2.46,2.08,1.46,1.81,2.50,2.62,2.00,1.40,2.38,2.27,2.38,2.42,3.23,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,
Fall 04,ELEC 381 001, John Clark,3,2.00,3.17,2.67,2.33,2.33,2.33,2.33,2.83,1.00,3.17,2.83,2.33,2.50,3.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,ELEC 383 001, Bahman Anvari,18,3.72,4.70,3.85,3.38,3.41,4.27,4.39,4.59,3.93,4.37,3.80,3.83,4.48,2.83,47,47,47,45,46,45,46,46,45,46,46,46,46,46,45,44,
Fall 04,ELEC 422 001, Yehia Massoud,25,3.10,2.90,3.05,2.37,2.00,2.24,2.71,2.67,1.76,3.48,2.43,2.10,2.62,4.81,21,21,21,19,21,21,21,21,21,21,21,21,21,21,21,19,
Fall 04,ELEC 425 001, Scott Rixner,10,1.60,2.40,1.53,2.87,2.67,2.73,3.00,2.47,1.73,1.93,3.13,3.07,2.60,3.47,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,ELEC 434 001, Hyeokho Choi,15,2.08,2.50,2.83,2.17,2.33,2.00,2.92,2.36,2.25,2.42,2.00,2.67,2.58,3.67,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,
Fall 04,ELEC 435 001, James Wise,7,2.57,3.71,2.57,2.93,3.00,3.00,3.50,3.21,2.14,3.43,3.00,2.93,3.43,3.14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,ELEC 440 001, Devika Subramanian,0,1.42,2.42,1.74,1.47,1.74,1.68,1.89,1.89,1.21,2.42,2.68,1.89,2.05,4.89,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,
Fall 04,ELEC 443 001, Richard Massey,3,1.33,1.67,1.33,1.67,1.67,1.67,1.00,2.00,2.33,1.67,1.33,1.67,1.67,3.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,ELEC 444 001, Richard Massey,2,1.50,1.00,1.00,1.50,1.50,1.00,1.00,1.00,1.50,2.00,1.50,1.50,1.00,4.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,ELEC 462 001, William Wilson,8,1.00,1.25,2.00,1.00,1.50,1.75,2.00,1.25,1.00,1.25,1.75,1.50,1.75,3.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,ELEC 485 001, Osama Mawlawi,5,2.11,2.22,3.78,2.44,2.33,2.67,2.11,2.00,1.56,2.44,3.56,2.89,2.44,2.44,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,ELEC 491 001, James Wise,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,ELEC 520 001, Peter Druschel,1,2.00,2.00,2.20,1.20,1.20,1.40,1.40,1.80,1.20,2.00,1.80,1.40,1.80,4.20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,ELEC 521 001, Yehia Massoud,12,2.80,2.80,2.40,2.00,1.70,2.10,2.10,2.30,1.70,2.90,3.25,2.60,2.60,2.60,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,
Fall 04,ELEC 523 001, Kartik Mohanram,4,1.00,1.25,1.25,1.00,1.25,1.25,1.25,1.00,1.25,1.75,1.50,1.50,1.75,3.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,ELEC 524 001, David Johnson,9,1.63,1.88,1.88,2.00,1.86,2.29,2.29,2.13,1.50,2.00,2.63,2.43,2.29,3.13,8,8,8,7,7,7,7,8,8,8,8,7,7,8,8,8,
Fall 04,ELEC 529 001, Tze Sing Ng,4,2.14,2.71,2.43,1.86,1.57,2.14,2.43,2.43,2.14,2.29,3.29,2.57,2.57,4.14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,ELEC 531 001, Clayton Scott,9,1.71,1.86,1.14,2.14,1.43,1.29,2.00,2.29,2.00,1.71,1.86,1.57,2.00,4.00,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,
Fall 04,ELEC 533 001, Courtney Lane,8,2.83,3.00,1.25,1.17,1.33,1.58,3.00,2.08,2.08,1.67,1.50,1.75,2.08,3.25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,
Fall 04,ELEC 537 001, Edward Knightly,8,1.57,1.86,1.57,1.67,1.50,1.86,2.00,1.86,1.57,2.14,2.57,2.00,2.00,4.29,7,7,7,6,6,7,7,7,7,7,7,7,6,7,6,6,
Fall 04,ELEC 563 001, Junichiro Kono,2,1.42,1.67,3.25,1.92,1.92,2.33,2.08,1.67,1.25,1.58,2.33,1.83,1.83,3.50,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,ELEC 568 001, Frank Tittel,11,1.25,1.75,1.11,1.44,1.22,1.44,1.67,1.44,1.44,1.44,1.33,1.44,1.67,2.78,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,
Fall 04,ELEC 581 001, John Clark,1,2.00,2.33,1.67,1.33,1.67,2.00,2.33,2.00,2.33,2.33,2.00,2.33,2.33,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,ELEC 602 001, Erzsebet Merenyi,3,2.00,2.00,1.00,1.00,1.67,2.00,2.33,1.67,1.33,2.00,2.00,1.67,1.67,3.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,ENGI 303 001, Edmund Segner,7,2.39,3.00,2.96,2.35,2.17,1.96,2.39,2.48,2.00,2.70,2.61,2.30,2.70,2.65,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,
Fall 04,ENGI 309 001, Linda Driskill,3,3.00,3.25,2.50,3.00,2.75,3.00,3.00,3.00,3.00,3.00,3.25,3.00,3.00,2.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,ENGL 100 001, Lourdes Alberto,4,1.75,2.00,2.25,2.00,1.25,2.00,2.25,1.75,1.75,2.25,1.50,1.75,1.75,2.50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,ENGL 100 002, Gina Weaver,12,1.25,1.58,1.17,1.25,1.42,1.83,1.75,1.58,1.75,1.67,1.92,2.58,1.75,3.42,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,
Fall 04,ENGL 103 001, Mary Tobin,16,1.75,2.25,2.17,1.25,1.50,1.92,2.58,2.00,1.33,1.67,1.83,2.33,2.50,2.92,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,
Fall 04,ENGL 103 002, Mary Tobin,18,1.53,2.35,2.24,1.53,1.71,2.00,2.71,2.06,1.82,1.94,2.00,2.71,2.47,2.88,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,ENGL 103 003, Linda Driskill,16,2.67,3.42,2.08,2.33,2.17,2.67,3.83,2.83,2.92,3.25,3.58,3.27,3.17,3.92,12,12,12,12,12,12,12,12,12,12,12,11,12,12,11,12,
Fall 04,ENGL 200 001, Sarah Ellenzweig,15,2.23,3.08,1.69,2.08,2.85,2.92,3.15,2.77,2.46,2.69,2.69,2.77,3.15,3.00,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,ENGL 200 002, Lucille Fultz,15,2.23,2.85,2.46,3.08,2.92,2.69,3.08,2.85,2.17,2.46,2.62,2.54,3.00,3.23,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,
Fall 04,ENGL 200 003, Helena Michie,13,1.64,2.09,1.55,2.09,1.55,2.36,2.36,2.00,1.27,2.45,2.55,2.55,2.09,2.64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,ENGL 201 001, Marsha Recknagel,12,1.80,1.30,2.20,1.00,1.00,1.00,1.00,1.20,1.10,2.50,2.00,1.10,1.11,2.80,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,8,
Fall 04,ENGL 210 001, J Huston,52,1.34,1.13,1.32,1.03,1.24,1.13,1.26,1.03,1.03,1.55,1.47,1.34,1.16,3.03,38,38,38,38,38,38,38,38,37,38,38,38,38,38,38,37,
Fall 04,ENGL 210 002, Logan Browning,13,2.17,3.09,2.83,2.33,2.17,2.67,3.00,2.50,2.00,2.42,3.00,3.00,2.83,3.58,12,11,12,12,12,12,12,12,12,12,12,12,12,12,11,12,
Fall 04,ENGL 215 001, Suzanne Kemmer,54,3.10,3.90,3.54,2.37,2.46,2.59,3.18,3.34,2.30,3.76,3.59,3.20,3.45,2.54,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,
Fall 04,ENGL 260 001, Scott Derrick,29,3.19,3.00,2.95,1.95,2.05,1.86,2.62,2.48,1.95,3.48,3.10,3.10,2.86,2.71,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,
Fall 04,ENGL 266 001, John Escobedo,12,2.67,3.00,1.75,2.17,1.83,2.33,2.67,2.75,2.58,3.00,2.83,3.00,2.67,2.75,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,
Fall 04,ENGL 300 001, Scott Derrick,16,2.92,2.67,3.17,1.92,1.92,1.92,2.00,2.42,2.08,4.58,3.33,2.25,2.58,2.92,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,ENGL 300 002, Susan Lurie,5,1.40,1.80,1.40,1.40,1.20,1.20,1.20,1.20,1.20,2.00,1.40,1.40,1.20,2.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,ENGL 301 001, Justin Cronin,17,1.90,1.40,2.30,1.40,1.40,1.40,1.20,1.30,1.30,2.10,1.70,1.50,1.20,3.30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,
Fall 04,ENGL 301 002, Amber Dermont,6,1.17,1.25,1.33,1.00,1.08,1.00,1.00,1.00,1.08,1.25,1.08,1.17,1.08,3.33,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,
Fall 04,ENGL 302 001, Suzanne O'Malley,13,2.15,2.38,1.62,1.62,1.62,1.62,1.46,2.08,1.08,2.92,2.31,1.46,1.92,3.46,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,ENGL 303 001, E Mitchell,12,2.50,2.00,2.33,1.50,2.33,1.33,1.83,1.25,1.33,2.42,2.75,1.42,1.75,2.58,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,ENGL 304 001, Jennifer Grotz,13,2.00,2.00,2.23,1.62,1.46,1.31,1.46,2.00,2.00,2.15,2.00,1.85,1.85,2.69,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,ENGL 305 001, Marsha Recknagel,12,1.67,1.22,1.44,1.22,1.56,1.11,1.00,1.22,1.00,1.89,1.22,1.11,1.11,3.33,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,ENGL 317 001, Jane Chance,27,2.50,3.27,2.30,2.34,2.87,2.97,3.10,3.37,2.60,3.27,3.00,3.20,3.20,3.23,30,30,30,29,30,30,30,30,30,30,30,30,30,30,30,30,
Fall 04,ENGL 319 001, Jane Chance,7,1.88,1.88,2.38,1.88,1.63,1.63,2.00,1.75,1.25,1.88,1.75,1.88,1.75,3.25,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,ENGL 321 001, Meredith Skura,33,2.10,2.52,2.00,2.14,1.90,2.38,2.25,2.18,1.72,2.34,2.69,2.34,2.48,3.93,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,28,
Fall 04,ENGL 331 001, Sarah Ellenzweig,12,1.64,2.09,1.73,1.73,1.64,2.00,2.18,1.82,1.55,1.73,1.73,1.91,1.82,3.18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,ENGL 339 001, Alan Grob,26,1.39,1.43,1.70,1.87,1.48,1.83,1.57,1.39,1.17,1.83,2.00,1.86,1.52,2.96,23,23,23,23,23,23,23,23,23,23,23,22,23,23,22,23,
Fall 04,ENGL 350 001, Terrence Doody,26,1.70,2.25,1.80,1.80,2.50,1.90,2.05,2.00,1.45,2.15,2.00,2.15,1.95,3.65,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,
Fall 04,ENGL 362 001, Wesley Morris,62,1.53,2.26,1.59,1.47,1.71,1.88,2.18,1.88,1.45,1.76,1.79,2.32,2.03,2.88,34,34,34,34,34,34,34,33,33,34,34,34,33,34,32,32,
Fall 04,ENGL 364 001, Cary Wolfe,18,1.82,1.94,3.24,1.94,2.29,2.29,1.71,1.88,1.41,2.76,2.41,2.18,1.94,2.71,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,ENGL 369 001, Krista Comer,17,1.50,1.79,1.79,1.50,1.62,1.43,1.57,1.71,1.57,1.79,1.50,1.50,1.64,2.79,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,ENGL 370 001, Lucille Fultz,23,1.38,1.71,1.33,1.75,1.81,1.62,1.76,1.81,1.38,1.71,2.00,2.05,1.86,3.52,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,
Fall 04,ENGL 387 001, Kirsten Ostherr,13,1.26,2.11,1.21,1.68,1.74,1.89,2.05,1.68,1.26,2.05,2.16,2.00,1.89,3.58,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,
Fall 04,ENGL 390 001, Patricia Rigdon,3,2.67,2.67,2.67,2.33,2.67,3.33,2.33,3.00,2.00,3.00,3.00,3.00,1.50,3.00,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,
Fall 04,ENGL 401 001, Justin Cronin,11,1.70,1.60,1.90,1.50,1.50,1.20,1.30,1.50,1.60,1.60,1.30,1.10,1.40,3.40,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
Fall 04,ENGL 443 001, Helena Michie,14,1.75,2.00,2.08,1.67,1.50,2.00,1.67,1.83,1.08,1.75,2.25,2.00,1.75,3.83,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,
Fall 04,ENGL 487 001, Betty Joseph,6,1.17,1.00,1.83,1.67,1.00,1.17,1.00,1.17,1.17,1.33,1.50,1.17,1.00,4.00,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,ENGL 526 001, Elizabeth Dietz,7,1.14,1.50,1.71,1.14,1.57,1.71,1.33,1.43,1.14,1.57,1.57,1.29,1.29,3.14,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,4,
Fall 04,ENGL 537 001, Robert Patten,9,1.22,1.22,1.11,1.56,1.44,1.25,1.22,1.11,1.00,1.22,1.44,1.33,1.22,4.11,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,6,
Fall 04,ENGL 560 001, Caroline Levander,3,1.33,2.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.33,1.00,1.00,1.00,5.00,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,ENGL 588 001, Kirsten Ostherr,4,1.00,1.25,1.00,1.00,1.00,1.50,1.50,1.25,1.00,1.00,1.25,1.00,1.50,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
Fall 04,ENGL 600 001, Cary Wolfe,8,1.25,1.75,1.50,1.63,1.63,1.75,1.50,1.75,1.13,1.38,1.38,1.38,1.75,2.63,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,
Fall 04,ENGL 605 001, Caroline Levander,4,1.25,1.00,1.00,1.00,1.00,1.25,1.50,1.25,1.00,1.50,1.00,1.25,1.25,3.50,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,
Fall 04,ENST 101 001, Walter Isle,10,1.75,2.58,1.42,1.75,1.58,2.25,2.25,2.33,1.83,2.33,2.33,2.67,2.25,2.00,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,ENST 101 001, Ron Sass,10,1.77,2.54,1.69,2.08,1.69,2.38,2.46,2.54,1.92,2.38,2.77,2.54,2.38,2.00,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,ESCI 101 001, Adrian Lenardic,41,1.41,1.81,1.41,1.50,1.53,1.47,1.72,1.56,1.39,1.66,1.88,2.06,1.84,2.97,32,32,32,32,32,32,32,32,31,32,32,32,32,32,31,31,
Fall 04,ESCI 102 001, Alison Henning,14,1.85,2.31,1.92,2.00,2.46,2.46,2.15,2.00,1.77,1.92,2.00,2.77,2.46,3.00,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,ESCI 102 001, Julia Wellner,14,2.07,2.40,2.13,2.20,2.67,2.73,2.60,2.33,2.20,2.20,2.40,2.80,2.73,3.13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,ESCI 107 001, Andre Droxler,11,2.00,2.57,1.86,1.86,1.86,2.29,2.43,1.86,1.86,2.00,2.00,2.43,2.00,2.57,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,ESCI 108 001, Dale Sawyer,49,1.77,2.20,1.77,1.66,1.83,2.17,2.40,2.06,1.68,2.06,2.20,2.43,2.26,2.54,35,35,35,35,35,35,35,35,34,35,35,35,35,35,34,35,
Fall 04,ESCI 108 001, William Leeman,49,1.78,2.16,1.81,1.70,2.05,2.22,2.32,2.03,1.70,2.16,2.27,2.59,2.22,2.57,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,37,
Fall 04,ESCI 321 001, John Anderson,4,3.00,2.50,4.50,2.00,2.50,2.00,2.00,3.00,1.00,2.50,2.50,2.00,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,ESCI 321 001, Gerald Dickens,4,3.00,2.50,4.50,2.00,2.50,2.00,2.00,3.00,1.00,2.50,2.50,2.00,2.00,3.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,ESCI 323 001, Richard Gordon,10,1.57,1.86,1.71,1.43,1.29,2.14,1.57,2.00,1.43,2.57,2.71,2.57,2.43,2.86,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,ESCI 323 001, Julia Morgan,10,1.22,2.00,2.00,1.75,1.78,2.44,2.22,2.00,1.11,2.22,2.44,2.67,2.33,3.22,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,
Fall 04,ESCI 323 001, Hans Ave Lallemant,10,1.80,2.50,1.90,3.20,2.10,2.40,2.60,2.40,1.67,2.20,2.50,2.40,2.50,3.20,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,
Fall 04,ESCI 333 001, Hans Ave Lallemant,5,3.50,4.75,2.50,3.75,2.75,3.50,4.00,3.25,2.75,3.25,3.50,3.25,3.00,2.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,ESCI 333 001, Richard Gordon,5,2.75,3.25,3.50,2.75,2.50,3.00,3.25,3.25,2.75,3.50,3.25,3.50,3.50,1.75,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,ESCI 333 001, Julia Morgan,5,2.75,3.50,3.00,3.00,3.00,3.25,3.50,3.00,2.50,3.75,3.50,3.75,3.25,2.00,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,
Fall 04,ESCI 415 001, W Riese,8,2.14,1.86,1.86,1.29,1.29,1.71,1.71,1.43,1.14,2.29,1.43,2.00,1.57,3.17,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,
Fall 04,ESCI 421 001, Gerald Dickens,7,2.00,2.50,2.50,1.00,1.00,1.00,1.00,2.00,1.50,2.50,2.50,2.00,2.50,2.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,ESCI 421 001, Andre Droxler,7,2.00,2.50,2.50,1.00,1.00,1.00,1.00,2.00,1.50,2.50,2.50,2.00,2.50,2.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Fall 04,ESCI 428 001, Maria Beatrice Magnani,8,2.00,1.71,1.57,1.43,1.43,2.00,2.14,2.00,1.86,1.86,1.86,1.71,2.00,3.14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,ESCI 434 001, Cin-Ty Lee,5,2.40,1.80,1.40,1.20,1.00,1.20,1.40,1.20,2.00,2.00,2.20,1.80,2.00,2.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,ESCI 440 001, Fenglin Niu,5,2.40,2.80,2.20,1.40,1.20,1.80,2.00,2.80,1.80,2.20,1.40,1.20,2.00,3.80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,ESCI 451 001, Thomas Jones,5,1.60,2.40,1.40,2.20,2.20,2.80,2.00,2.80,1.80,2.20,2.40,2.20,2.40,4.40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,ESCI 461 001, Fenglin Niu,7,1.57,2.43,1.71,1.57,1.43,2.00,2.00,2.57,1.43,3.14,1.86,1.86,2.14,3.43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,ESCI 461 001, Colin Zelt,7,1.71,1.57,1.57,1.71,1.57,1.57,1.57,1.71,1.57,3.00,1.71,1.71,1.86,3.00,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,ESCI 471 001, Cin-Ty Lee,3,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.00,1.00,1.33,1.33,1.33,1.00,2.67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,ESCI 504 001, John Anderson,9,1.11,1.00,1.11,1.00,1.00,1.22,1.00,1.00,1.00,1.11,1.67,1.56,1.22,2.78,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,ESCI 518 001, Stephanie Shipp,12,1.22,1.22,1.33,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.67,1.33,1.22,3.00,9,9,9,9,9,9,9,9,9,9,9,9,9,3,7,9,
Fall 04,ESCI 518 001, Alison Henning,12,1.10,1.20,1.20,1.20,1.10,1.20,1.20,1.20,1.10,1.10,1.60,1.40,1.10,2.75,10,10,10,10,10,10,10,10,10,10,10,10,10,4,8,10,
Fall 04,ESCI 562 001, Alan Levander,6,1.83,1.33,1.83,1.17,1.50,1.33,1.50,1.83,1.67,2.00,2.17,1.50,1.50,3.33,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
Fall 04,FLAC 300 002, Christian Emden,1,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Fall 04,FREN 101 001, Emilie Dejonckheere,11,1.64,1.64,1.91,1.18,1.64,1.91,1.91,1.64,1.27,1.91,2.27,1.82,1.64,3.00,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
Fall 04,FREN 101 002, Mickael Rozwarski,15,2.00,2.54,1.62,1.46,1.46,2.46,2.31,2.00,1.77,2.77,2.54,2.46,2.62,3.23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,
Fall 04,FREN 101 003, Neli Koleva,20,1.58,1.89,1.42,1.58,2.21,2.26,2.00,1.84,2.05,2.21,2.11,1.84,2.05,3.37,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,19,
Fall 04,FREN 102 001, Caroline Futamura,11,1.22,1.89,1.11,1.22,1.22,2.22,2.22,1.67,1.78,1.67,2.44,2.56,2.00,2.89,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
Fall 04,FREN 102 002, Brigitte Crull,11,1.20,1.60,1.20,1.50,1.60,2.00,1.90,1.80,1.50,1.67,2.10,2.00,1.70,3.40,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,9,
Fall 04,FREN 131 001, Louisa Shea,0,1.46,1.62,1.15,1.15,1.38,1.69,1.69,1.54,1.38,1.54,1.92,2.08,1.62,3.08,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,
Fall 04,FREN 201 001, Evelyne Datta,11,1.27,2.00,1.18,1.36,1.64,2.00,2.18,1.64,1.20,1.36,1.73,1.64,1.64,3.18,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,10,
Fall 04,FREN 201 002, Evelyne Datta,16,1.64,1.93,1.29,1.57,1.79,1.71,1.93,1.71,1.43,2.00,2.21,2.07,1.86,3.21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,
Fall 04,FREN 202 001, Brigitte Crull,16,1.20,1.47,1.20,1.40,1.33,1.80,1.93,1.40,1.13,1.40,1.40,2.07,1.60,2.73,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
Fall 04,FREN 301 001, Evelyne Datta,18,1.50,2.50,1.31,1.29,1.36,1.64,1.79,1.93,1.36,2.14,2.21,1.64,2.29,3.43,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,13,
Fall 04,FREN 311 001, Deborah Nelson-Campbell,18,1.41,2.00,1.18,1.35,1.76,2.06,2.24,2.00,1.53,1.53,2.00,2.29,2.06,3.53,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,
Fall 04,FREN 318 001, Michel Achard,8,1.10,1.30,1.20,1.10,1.30,1.30,1.70,1.11,1.20,1.60,1.80,1.80,1.40,2.90,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,
Fall 04,FREN 350 001, Deborah Nelson-Campbell,13,1.58,2.17,1.17,1.17,1.08,1.50,1.83,1.75,1.75,2.00,2.42,2.33,1.92,3.75,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,
Fall 04,FREN 403 002, Julie Fette,1,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,4.00,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,
Fall 04,FREN 453 001, Julie Fette,7,1.14,1.43,1.00,1.43,1.43,1.14,1.14,1.14,1.00,1.57,1.57,1.43,1.29,3.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,FREN 480 001, Jean-Joseph Goux,3,1.33,1.33,1.00,1.00,1.33,1.00,1.33,1.33,1.00,1.33,1.00,1.00,1.33,2.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Fall 04,FREN 541 001, Louisa Shea,8,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.14,1.14,1.29,1.14,1.14,3.71,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
Fall 04,FREN 582 001, Bernard Aresu,6,2.60,2.60,1.80,2.00,2.60,2.80,2.40,2.40,2.60,3.00,2.80,2.40,2.40,3.00,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
Fall 04,FREN 584 001, Jean-Joseph Goux,6,1.17,1.33,1.33,1.17,1.33,1.33,1.17,1.17,1.00,1.33,1.83,1.33,1.17,3.67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
